CustomerID,Recency,Frequency,MonetaryValue,Tenure,Cluster,Segment_Name,Churn_Risk
13801.0,67,23,324.8,67,0,Champions,High
13802.0,139,60,4599.42,312,2,Promising,Critical
13803.0,255,17,277.07,255,1,At Risk,Critical
13804.0,31,137,2635.79,290,2,Promising,Medium
13805.0,52,13,924.6,129,1,At Risk,Medium
13806.0,64,10,256.38,64,0,Champions,High
13808.0,6,76,1747.66,97,2,Promising,Low
13809.0,305,12,155.05,305,1,At Risk,Critical
13810.0,29,35,1499.01,56,0,Champions,Low
13811.0,184,13,814.5,239,1,At Risk,Critical
13812.0,42,36,539.0,105,0,Champions,Medium
13813.0,40,69,1366.8600000000001,135,2,Promising,Medium
13814.0,92,57,1579.12,137,2,Promising,Critical
13815.0,22,176,4027.36,319,2,Promising,Low
13816.0,24,28,571.6700000000001,64,0,Champions,Low
13817.0,29,24,382.98,352,1,At Risk,Low
13819.0,302,36,1140.35,320,1,At Risk,Critical
13821.0,145,59,385.64,262,1,At Risk,Critical
13822.0,6,96,632.0,40,0,Champions,Low
13823.0,19,40,957.66,92,0,Champions,Low
13824.0,33,46,1698.94,310,2,Promising,Medium
13826.0,176,10,189.5,176,1,At Risk,Critical
13827.0,58,93,412.05,143,1,At Risk,Medium
13828.0,22,15,209.49,22,0,Champions,Low
13831.0,16,72,1794.99,219,2,Promising,Low
13832.0,19,3,52.199999999999996,19,0,Champions,Low
13833.0,159,29,384.8,159,1,At Risk,Critical
13835.0,25,55,834.57,215,2,Promising,Low
13837.0,212,19,271.24,318,1,At Risk,Critical
13838.0,6,122,453.62,118,2,Promising,Low
13841.0,253,1,85.0,253,1,At Risk,Critical
13842.0,59,186,3075.05,337,2,Promising,Medium
13844.0,11,20,361.62,11,0,Champions,Low
13845.0,65,9,312.98,65,0,Champions,High
13846.0,25,55,865.0600000000001,360,2,Promising,Low
13848.0,92,4,935.0,298,1,At Risk,Critical
13849.0,52,101,1537.95,171,2,Promising,Medium
13850.0,129,93,1595.48,129,2,Promising,Critical
13851.0,96,81,2651.46,288,2,Promising,Critical
13853.0,57,23,1090.14,57,0,Champions,Medium
13854.0,9,107,7800.12,358,2,Promising,Low
13856.0,169,14,388.5,203,1,At Risk,Critical
13858.0,57,11,216.17,57,0,Champions,Medium
13859.0,326,28,201.16,326,1,At Risk,Critical
13860.0,1,76,1245.9,87,2,Promising,Low
13862.0,18,139,2209.36,332,2,Promising,Low
13863.0,248,20,305.78,248,1,At Risk,Critical
13865.0,58,30,501.56,290,1,At Risk,Medium
13866.0,74,7,145.67000000000002,74,0,Champions,High
13867.0,31,61,1015.29,218,2,Promising,Medium
13868.0,7,33,3192.54,39,0,Champions,Low
13869.0,123,307,3104.95,357,2,Promising,Critical
13870.0,2,115,2770.94,288,2,Promising,Low
13871.0,23,336,6403.25,309,2,Promising,Low
13873.0,120,23,389.6,310,1,At Risk,Critical
13874.0,358,18,540.45,358,1,At Risk,Critical
13875.0,54,104,1786.79,301,2,Promising,Medium
13876.0,64,7,122.7,64,0,Champions,High
13877.0,86,3,117.24,86,1,At Risk,High
13878.0,55,36,1281.53,55,0,Champions,Medium
13880.0,21,159,3121.97,297,2,Promising,Low
13881.0,4,178,17159.52,312,2,Promising,Low
13882.0,3,65,1191.13,64,0,Champions,Low
13883.0,11,142,2674.48,253,2,Promising,Low
13884.0,7,59,787.6,283,2,Promising,Low
13885.0,189,28,506.8,201,1,At Risk,Critical
13886.0,71,16,243.56,71,0,Champions,High
13887.0,204,19,349.55,204,1,At Risk,Critical
13888.0,120,40,605.63,218,1,At Risk,Critical
13889.0,93,15,416.90000000000003,93,1,At Risk,Critical
13890.0,1,110,1883.8100000000002,359,2,Promising,Low
13892.0,27,27,632.97,247,1,At Risk,Low
13893.0,298,21,821.1,298,1,At Risk,Critical
13894.0,24,27,564.62,310,1,At Risk,Low
13895.0,28,118,2593.07,165,2,Promising,Low
13897.0,50,17,311.16,50,0,Champions,Medium
13898.0,326,12,155.93,326,1,At Risk,Critical
13899.0,16,19,388.52,275,1,At Risk,Low
13900.0,183,43,740.95,263,1,At Risk,Critical
13901.0,72,149,2867.2,319,2,Promising,High
13904.0,37,26,332.64,295,1,At Risk,Medium
13908.0,80,122,2369.55,277,2,Promising,High
13911.0,57,148,2580.91,308,2,Promising,Medium
13914.0,12,33,626.45,36,0,Champions,Low
13917.0,50,18,272.04,192,1,At Risk,Medium
13918.0,50,30,1212.8400000000001,253,1,At Risk,Medium
13919.0,59,28,384.81,122,1,At Risk,Medium
13922.0,352,7,172.25,352,1,At Risk,Critical
13923.0,54,20,351.13,54,0,Champions,Medium
13924.0,2,117,1838.8500000000001,72,2,Promising,Low
13925.0,93,41,678.25,135,1,At Risk,Critical
13926.0,23,11,223.85000000000002,23,0,Champions,Low
13927.0,75,21,348.99,75,0,Champions,High
13928.0,11,27,464.57,133,0,Champions,Low
13929.0,169,9,842.65,326,1,At Risk,Critical
13930.0,58,17,337.34,137,1,At Risk,Medium
13931.0,96,58,1237.53,281,1,At Risk,Critical
13932.0,295,16,307.4,295,1,At Risk,Critical
13933.0,109,23,608.7900000000001,148,1,At Risk,Critical
13934.0,264,31,922.1,264,1,At Risk,Critical
13936.0,180,26,376.58,180,1,At Risk,Critical
13937.0,169,9,158.85,169,1,At Risk,Critical
13938.0,35,7,71.66,35,0,Champions,Medium
13939.0,23,45,568.55,312,2,Promising,Low
13940.0,17,49,839.14,144,2,Promising,Low
13941.0,22,34,4017.84,298,2,Promising,Low
13946.0,79,11,561.5699999999999,268,1,At Risk,High
13947.0,65,5,90.6,65,0,Champions,High
13948.0,361,3,102.0,361,1,At Risk,Critical
13949.0,3,160,2427.32,95,2,Promising,Low
13950.0,11,35,745.06,247,2,Promising,Low
13951.0,176,39,674.45,294,1,At Risk,Critical
13952.0,218,137,3251.071,239,2,Promising,Critical
13953.0,7,20,3515.68,353,2,Promising,Low
13954.0,2,25,439.92,71,0,Champions,Low
13955.0,154,33,322.96,306,1,At Risk,Critical
13956.0,5,152,1026.42,271,2,Promising,Low
13959.0,79,92,598.2,362,1,At Risk,High
13960.0,21,12,230.22,72,0,Champions,Low
13962.0,22,11,169.55,246,1,At Risk,Low
13963.0,308,28,513.24,340,1,At Risk,Critical
13967.0,146,2,80.7,146,1,At Risk,Critical
13969.0,7,626,9053.94,365,2,Promising,Low
13971.0,19,149,2758.26,286,2,Promising,Low
13972.0,71,15,190.25,202,1,At Risk,High
13973.0,287,11,264.7,287,1,At Risk,Critical
13974.0,49,28,413.59000000000003,49,0,Champions,Medium
13975.0,31,338,2526.28,277,2,Promising,Medium
13976.0,207,10,357.98,207,1,At Risk,Critical
13978.0,15,15,196.79000000000002,45,0,Champions,Low
13979.0,73,54,869.87,73,0,Champions,High
13980.0,60,11,200.14,60,0,Champions,Medium
13982.0,39,111,1871.81,365,2,Promising,Medium
13983.0,30,92,2274.07,326,2,Promising,Low
13984.0,27,11,765.71,325,1,At Risk,Low
13985.0,4,349,7060.13,264,2,Promising,Low
13986.0,17,13,320.46,17,0,Champions,Low
13988.0,20,234,4147.96,255,2,Promising,Low
13989.0,66,41,1266.08,239,1,At Risk,High
13990.0,213,16,311.3,213,1,At Risk,Critical
13991.0,12,84,855.97,143,2,Promising,Low
13992.0,30,5,76.8,30,0,Champions,Low
13993.0,43,121,3466.36,331,2,Promising,Medium
13994.0,4,155,2313.14,148,2,Promising,Low
13995.0,15,86,1393.69,246,2,Promising,Low
13999.0,10,208,3901.81,362,2,Promising,Low
14000.0,211,15,635.66,211,1,At Risk,Critical
14001.0,46,30,1741.8400000000001,233,2,Promising,Medium
14002.0,134,47,529.73,156,1,At Risk,Critical
14004.0,43,171,4582.64,289,2,Promising,Medium
14005.0,10,84,2874.72,216,2,Promising,Low
14006.0,116,30,962.19,312,1,At Risk,Critical
14009.0,198,42,695.61,205,1,At Risk,Critical
14012.0,278,11,328.8,278,1,At Risk,Critical
14013.0,110,34,473.02,276,1,At Risk,Critical
14014.0,77,39,505.18,77,0,Champions,High
14015.0,53,20,917.34,53,0,Champions,Medium
14016.0,162,161,4341.21,357,2,Promising,Critical
14019.0,47,66,1421.61,138,2,Promising,Medium
14020.0,17,39,642.8,88,0,Champions,Low
14021.0,155,22,631.9,256,1,At Risk,Critical
14022.0,225,28,440.0,225,1,At Risk,Critical
14023.0,7,31,584.07,250,2,Promising,Low
14024.0,122,16,327.7,124,1,At Risk,Critical
14027.0,61,6,104.82,61,0,Champions,High
14029.0,63,15,467.66,144,1,At Risk,High
14030.0,18,216,1683.59,305,2,Promising,Low
14031.0,7,225,15572.61,365,2,Promising,Low
14032.0,2,129,2671.73,356,2,Promising,Low
14034.0,22,89,651.8199999999999,157,2,Promising,Low
14035.0,29,66,1428.02,298,2,Promising,Low
14036.0,285,38,626.65,285,1,At Risk,Critical
14037.0,176,28,147.20000000000002,365,1,At Risk,Critical
14038.0,78,92,1560.38,207,2,Promising,High
14039.0,33,6,152.2,33,0,Champions,Medium
14040.0,41,235,3614.92,331,2,Promising,Medium
14041.0,266,21,141.41,266,1,At Risk,Critical
14044.0,27,209,652.82,310,2,Promising,Low
14045.0,109,5,1333.35,338,1,At Risk,Critical
14046.0,284,14,154.99,284,1,At Risk,Critical
14047.0,9,20,1021.69,337,2,Promising,Low
14048.0,305,85,409.93,305,1,At Risk,Critical
14049.0,17,488,5681.72,318,2,Promising,Low
14050.0,32,54,746.36,106,0,Champions,Medium
14051.0,1,196,14986.970000000001,360,2,Promising,Low
14052.0,20,56,225.36,20,0,Champions,Low
14053.0,124,4,260.25,160,1,At Risk,Critical
14054.0,65,6,92.46,65,0,Champions,High
14055.0,106,10,725.6400000000001,106,1,At Risk,Critical
14056.0,1,1106,8214.65,284,2,Promising,Low
14057.0,24,284,6217.96,361,2,Promising,Low
14059.0,267,8,183.6,267,1,At Risk,Critical
14060.0,5,190,5519.58,360,2,Promising,Low
14062.0,10,111,10464.85,364,2,Promising,Low
14064.0,29,80,1353.74,274,2,Promising,Low
14066.0,267,7,152.55,267,1,At Risk,Critical
14067.0,64,52,374.7,97,1,At Risk,High
14068.0,320,24,265.85,320,1,At Risk,Critical
14071.0,4,324,1438.82,265,2,Promising,Low
14073.0,32,13,151.04,32,0,Champions,Medium
14075.0,5,43,942.26,261,2,Promising,Low
14076.0,129,46,122.47,129,1,At Risk,Critical
14077.0,41,42,499.41999999999996,274,1,At Risk,Medium
14078.0,102,52,913.13,284,1,At Risk,Critical
14079.0,125,12,375.1,125,1,At Risk,Critical
14080.0,33,4,45.599999999999994,33,0,Champions,Medium
14081.0,302,84,511.0,302,1,At Risk,Critical
14082.0,365,29,182.25,365,1,At Risk,Critical
14083.0,4,115,708.89,354,2,Promising,Low
14085.0,2,438,4140.49,361,2,Promising,Low
14087.0,3,69,194.42,3,0,Champions,Low
14088.0,10,589,50491.81,322,2,Promising,Low
14089.0,57,14,161.0,57,0,Champions,Medium
14090.0,325,1,76.32000000000001,325,1,At Risk,Critical
14092.0,8,214,4076.91,358,2,Promising,Low
14093.0,12,105,442.85,12,0,Champions,Low
14096.0,4,5111,65164.79,102,2,Promising,Low
14098.0,37,21,147.35,37,0,Champions,Medium
14099.0,16,250,3104.17,355,2,Promising,Low
14100.0,138,26,194.9,138,1,At Risk,Critical
14101.0,74,35,5976.79,326,2,Promising,High
14102.0,5,79,1360.28,45,0,Champions,Low
14104.0,155,21,216.20999999999998,166,1,At Risk,Critical
14105.0,239,74,1266.23,239,1,At Risk,Critical
14107.0,52,123,2703.23,364,2,Promising,Medium
14108.0,31,34,597.91,102,0,Champions,Medium
14109.0,73,9,144.2,73,0,Champions,High
14110.0,4,155,5683.15,267,2,Promising,Low
14111.0,14,10,692.85,242,1,At Risk,Low
14112.0,23,160,2915.15,276,2,Promising,Low
14113.0,4,34,1840.42,355,2,Promising,Low
14114.0,274,15,386.53,331,1,At Risk,Critical
14116.0,20,72,1382.74,122,2,Promising,Low
14117.0,144,3,90.0,144,1,At Risk,Critical
14121.0,4,159,2780.15,60,2,Promising,Low
14124.0,84,5,419.58000000000004,84,1,At Risk,High
14125.0,11,167,2740.43,78,2,Promising,Low
14126.0,8,15,706.1300000000001,11,0,Champions,Low
14127.0,123,44,709.71,311,1,At Risk,Critical
14128.0,61,46,637.5,256,1,At Risk,High
14129.0,2,52,1123.8600000000001,261,2,Promising,Low
14130.0,319,67,483.86,319,1,At Risk,Critical
14132.0,2,200,3586.0299999999997,184,2,Promising,Low
14133.0,130,28,605.64,316,1,At Risk,Critical
14135.0,2,97,3886.06,354,2,Promising,Low
14138.0,2,47,982.3800000000001,64,0,Champions,Low
14139.0,46,26,415.82,46,0,Champions,Medium
14140.0,4,66,935.05,32,0,Champions,Low
14141.0,3,40,915.13,105,2,Promising,Low
14143.0,134,7,115.8,134,1,At Risk,Critical
14145.0,47,11,3742.2,217,2,Promising,Medium
14146.0,9,210,4191.0,357,2,Promising,Low
14147.0,78,5,483.4,286,1,At Risk,High
14148.0,234,3,157.2,234,1,At Risk,Critical
14149.0,221,28,446.62,221,1,At Risk,Critical
14150.0,36,26,658.64,360,1,At Risk,Medium
14152.0,75,49,621.29,234,1,At Risk,High
14154.0,239,52,1345.62,239,1,At Risk,Critical
14155.0,266,6,118.75,266,1,At Risk,Critical
14156.0,10,1397,117057.43000000001,329,2,Promising,Low
14157.0,20,48,432.88,285,2,Promising,Low
14158.0,40,41,507.66,40,0,Champions,Medium
14159.0,20,1204,4693.01,363,2,Promising,Low
14161.0,216,82,827.37,278,1,At Risk,Critical
14162.0,174,25,289.36,293,1,At Risk,Critical
14163.0,87,52,2445.91,239,2,Promising,High
14164.0,71,29,1631.77,81,0,Champions,High
14165.0,276,25,122.53999999999999,276,1,At Risk,Critical
14167.0,39,52,574.84,331,1,At Risk,Medium
14171.0,98,58,363.79,98,1,At Risk,Critical
14173.0,11,29,450.84,219,2,Promising,Low
14174.0,33,26,134.46,33,0,Champions,Medium
14175.0,60,149,3222.3,330,2,Promising,Medium
14176.0,297,22,417.35,327,1,At Risk,Critical
14177.0,86,42,559.41,180,1,At Risk,High
14178.0,9,327,1620.93,182,2,Promising,Low
14179.0,41,165,719.78,52,0,Champions,Medium
14180.0,11,228,4546.77,362,2,Promising,Low
14184.0,67,24,452.89,67,0,Champions,High
14185.0,331,3,197.65,331,1,At Risk,Critical
14188.0,31,65,2054.36,310,2,Promising,Medium
14189.0,2,256,4342.84,339,2,Promising,Low
14191.0,2,259,4684.76,221,2,Promising,Low
14193.0,68,42,853.39,270,1,At Risk,High
14194.0,5,579,11349.52,308,2,Promising,Low
14195.0,202,7,1012.0,252,1,At Risk,Critical
14196.0,107,6,335.52,107,1,At Risk,Critical
14198.0,18,39,701.4,239,2,Promising,Low
14199.0,218,2,185.39999999999998,218,1,At Risk,Critical
14201.0,60,37,747.44,359,1,At Risk,Medium
14204.0,2,44,161.03,2,0,Champions,Low
14205.0,17,24,466.7,264,1,At Risk,Low
14206.0,239,20,328.15999999999997,239,1,At Risk,Critical
14208.0,95,10,151.74,95,1,At Risk,Critical
14209.0,11,87,2073.43,332,2,Promising,Low
14210.0,106,87,1600.89,339,2,Promising,Critical
14211.0,53,112,2241.1,295,2,Promising,Medium
14212.0,90,9,1070.48,90,1,At Risk,High
14214.0,31,67,1004.38,278,2,Promising,Medium
14215.0,12,102,1623.72,330,2,Promising,Low
14216.0,3,59,1839.3,38,0,Champions,Low
14217.0,2,93,1886.68,337,2,Promising,Low
14218.0,43,12,169.48000000000002,43,0,Champions,Medium
14219.0,4,7,89.94,4,0,Champions,Low
14220.0,247,21,632.4,358,1,At Risk,Critical
14221.0,42,193,3432.8,339,2,Promising,Medium
14222.0,177,41,683.17,177,1,At Risk,Critical
14223.0,92,60,991.13,264,1,At Risk,Critical
14224.0,110,118,1050.12,320,2,Promising,Critical
14226.0,29,67,2232.19,269,2,Promising,Low
14227.0,26,175,3350.96,285,2,Promising,Low
14229.0,52,40,1547.2,334,2,Promising,Medium
14231.0,184,50,925.71,289,1,At Risk,Critical
14232.0,43,115,2048.07,265,2,Promising,Medium
14233.0,49,35,1462.72,318,2,Promising,Medium
14234.0,22,159,775.46,57,0,Champions,Low
14235.0,75,79,3144.86,260,2,Promising,High
14236.0,81,12,301.56,81,0,Champions,High
14238.0,326,8,146.85,326,1,At Risk,Critical
14239.0,43,112,2380.85,316,2,Promising,Medium
14240.0,30,42,890.34,226,2,Promising,Low
14241.0,184,10,213.70000000000002,184,1,At Risk,Critical
14242.0,235,16,280.55,326,1,At Risk,Critical
14243.0,9,133,2375.47,357,2,Promising,Low
14245.0,220,108,1693.45,264,2,Promising,Critical
14246.0,111,75,1474.06,246,2,Promising,Critical
14247.0,278,20,136.76999999999998,278,1,At Risk,Critical
14248.0,318,8,302.58,318,1,At Risk,Critical
14250.0,7,111,1904.05,89,2,Promising,Low
14251.0,2,78,2879.7000000000003,58,2,Promising,Low
14256.0,260,53,969.0600000000001,365,1,At Risk,Critical
14257.0,64,106,3099.7200000000003,319,2,Promising,High
14258.0,9,111,12669.98,338,2,Promising,Low
14259.0,142,5,120.0,142,1,At Risk,Critical
14261.0,51,52,1163.45,79,0,Champions,Medium
14262.0,8,143,2618.23,241,2,Promising,Low
14264.0,155,17,333.97,246,1,At Risk,Critical
14265.0,109,31,530.18,149,1,At Risk,Critical
14267.0,163,55,1516.24,261,1,At Risk,Critical
14270.0,332,29,492.65000000000003,332,1,At Risk,Critical
14271.0,226,10,112.32,226,1,At Risk,Critical
14272.0,74,33,437.96,254,1,At Risk,High
14273.0,51,29,559.97,242,1,At Risk,Medium
14276.0,99,64,1119.74,290,1,At Risk,Critical
14277.0,15,225,4216.2,212,2,Promising,Low
14280.0,197,8,134.04,197,1,At Risk,Critical
14282.0,3,143,3158.34,266,2,Promising,Low
14284.0,31,32,595.25,86,0,Champions,Medium
14285.0,21,27,1910.01,177,2,Promising,Low
14286.0,24,280,4628.75,243,2,Promising,Low
14287.0,8,9,176.63,199,0,Champions,Low
14288.0,213,16,426.6,213,1,At Risk,Critical
14289.0,9,47,911.26,290,2,Promising,Low
14290.0,11,101,2314.65,362,2,Promising,Low
14291.0,2,237,3883.25,275,2,Promising,Low
14292.0,8,100,4871.93,283,2,Promising,Low
14293.0,3,46,681.64,305,2,Promising,Low
14295.0,40,5,166.20000000000002,40,0,Champions,Medium
14297.0,18,62,1305.33,275,2,Promising,Low
14298.0,8,1637,51527.3,360,2,Promising,Low
14299.0,8,138,3536.38,337,2,Promising,Low
14300.0,19,3,43.2,19,0,Champions,Low
14301.0,117,13,640.14,117,1,At Risk,Critical
14304.0,223,17,383.45,223,1,At Risk,Critical
14305.0,71,105,1858.96,135,2,Promising,High
14306.0,51,33,2093.32,86,2,Promising,Medium
14307.0,89,132,2212.61,324,2,Promising,High
14309.0,8,117,2352.53,358,2,Promising,Low
14311.0,243,20,310.26,243,1,At Risk,Critical
14312.0,47,87,1611.59,337,2,Promising,Medium
14314.0,107,8,120.0,107,1,At Risk,Critical
14315.0,45,101,2481.13,266,2,Promising,Medium
14317.0,65,24,508.58000000000004,65,0,Champions,High
14320.0,207,31,477.79,333,1,At Risk,Critical
14321.0,11,123,1530.75,334,2,Promising,Low
14323.0,115,36,605.0600000000001,239,1,At Risk,Critical
14326.0,242,8,183.85,242,1,At Risk,Critical
14327.0,163,12,311.65,163,1,At Risk,Critical
14329.0,17,259,5014.84,329,2,Promising,Low
14331.0,124,28,462.65999999999997,135,1,At Risk,Critical
14332.0,23,26,866.31,148,1,At Risk,Low
14333.0,68,15,415.2,68,0,Champions,High
14334.0,17,162,2552.21,358,2,Promising,Low
14335.0,16,63,468.26,96,0,Champions,Low
14336.0,17,90,1614.91,276,2,Promising,Low
14338.0,161,31,588.22,196,1,At Risk,Critical
14339.0,243,14,309.52,243,1,At Risk,Critical
14340.0,219,6,134.7,219,1,At Risk,Critical
14341.0,45,129,2182.28,318,2,Promising,Medium
14342.0,21,21,668.5600000000001,210,1,At Risk,Low
14344.0,127,58,549.28,358,1,At Risk,Critical
14345.0,39,6,108.97999999999999,39,0,Champions,Medium
14346.0,121,60,1021.58,297,1,At Risk,Critical
14348.0,260,18,409.57,260,1,At Risk,Critical
14349.0,10,31,133.5,10,0,Champions,Low
14350.0,274,18,282.93,274,1,At Risk,Critical
14351.0,165,1,51.0,165,1,At Risk,Critical
14352.0,157,47,1078.96,273,1,At Risk,Critical
14353.0,215,6,90.6,215,1,At Risk,Critical
14354.0,6,9,163.62,30,0,Champions,Low
14356.0,80,33,701.23,81,0,Champions,High
14357.0,43,41,225.77,43,0,Champions,Medium
14359.0,19,55,912.18,88,0,Champions,Low
14360.0,32,118,2128.23,95,2,Promising,Medium
14362.0,22,41,161.2,22,0,Champions,Low
14364.0,109,69,3717.35,211,2,Promising,Critical
14367.0,8,524,9261.52,276,2,Promising,Low
14368.0,320,8,155.0,320,1,At Risk,Critical
14371.0,295,4,100.5,295,1,At Risk,Critical
14373.0,358,4,76.55,358,1,At Risk,Critical
14375.0,185,75,257.68,185,1,At Risk,Critical
14377.0,191,11,617.05,262,1,At Risk,Critical
14379.0,44,46,348.1,295,1,At Risk,Medium
14381.0,52,56,202.68,52,0,Champions,Medium
14382.0,26,131,626.0699999999999,26,0,Champions,Low
14383.0,38,59,1247.69,164,2,Promising,Medium
14385.0,9,14,202.11,24,0,Champions,Low
14386.0,297,7,142.4,297,1,At Risk,Critical
14387.0,33,140,1770.56,109,2,Promising,Medium
14388.0,10,165,2900.04,282,2,Promising,Low
14389.0,65,45,1043.46,191,1,At Risk,High
14390.0,10,259,4429.12,239,2,Promising,Low
14393.0,218,5,67.95,218,1,At Risk,Critical
14395.0,2,323,3199.03,334,2,Promising,Low
14396.0,65,39,377.64,65,0,Champions,High
14397.0,3,87,2612.96,214,2,Promising,Low
14400.0,149,25,574.7,149,1,At Risk,Critical
14401.0,4,182,4051.48,360,2,Promising,Low
14403.0,130,20,1475.81,247,1,At Risk,Critical
14404.0,34,77,1340.84,327,2,Promising,Medium
14406.0,119,8,156.75,119,1,At Risk,Critical
14407.0,107,73,2157.73,277,2,Promising,Critical
14408.0,11,107,2606.53,264,2,Promising,Low
14409.0,71,52,1730.65,319,2,Promising,High
14410.0,92,193,1105.07,306,2,Promising,Critical
14411.0,311,14,1063.0,311,1,At Risk,Critical
14412.0,43,43,770.03,73,0,Champions,Medium
14413.0,362,23,122.7,362,1,At Risk,Critical
14414.0,92,97,1496.98,359,2,Promising,Critical
14415.0,1,590,5900.28,360,2,Promising,Low
14416.0,22,14,490.22,42,0,Champions,Low
14418.0,4,124,1937.25,108,2,Promising,Low
14419.0,11,206,1058.06,365,2,Promising,Low
14420.0,99,29,387.52,99,1,At Risk,Critical
14421.0,57,27,813.11,212,1,At Risk,Medium
14422.0,1,222,4263.64,267,2,Promising,Low
14423.0,218,3,265.2,218,1,At Risk,Critical
14424.0,18,1,322.08,18,0,Champions,Low
14426.0,24,224,4481.67,313,2,Promising,Low
14427.0,50,17,363.34000000000003,64,0,Champions,Medium
14428.0,7,144,1244.83,325,2,Promising,Low
14431.0,303,17,470.36,303,1,At Risk,Critical
14432.0,10,382,2255.51,89,2,Promising,Low
14434.0,22,12,1372.8,72,0,Champions,Low
14436.0,99,9,89.06,99,1,At Risk,Critical
14438.0,306,9,131.9,306,1,At Risk,Critical
14439.0,320,32,2661.24,320,1,At Risk,Critical
14440.0,8,42,1700.98,317,2,Promising,Low
14441.0,1,51,1712.89,256,2,Promising,Low
14442.0,205,63,1589.82,317,1,At Risk,Critical
14443.0,54,73,1116.7,310,2,Promising,Medium
14446.0,1,293,1039.58,247,2,Promising,Low
14447.0,19,70,1163.23,281,2,Promising,Low
14448.0,9,20,375.35,364,1,At Risk,Low
14449.0,19,208,696.86,247,2,Promising,Low
14450.0,181,40,483.25,321,1,At Risk,Critical
14451.0,60,109,662.59,195,2,Promising,Medium
14452.0,11,62,264.44,94,0,Champions,Low
14453.0,190,22,119.93,190,1,At Risk,Critical
14456.0,5,970,3062.4,142,2,Promising,Low
14457.0,311,4,113.64,311,1,At Risk,Critical
14459.0,155,37,1837.92,155,1,At Risk,Critical
14460.0,110,16,434.34,311,1,At Risk,Critical
14461.0,148,180,2103.06,262,2,Promising,Critical
14462.0,66,240,2004.02,340,2,Promising,High
14463.0,98,6,529.62,205,1,At Risk,Critical
14465.0,247,130,1058.6200000000001,303,1,At Risk,Critical
14466.0,29,62,1892.65,309,2,Promising,Low
14467.0,18,90,598.76,313,2,Promising,Low
14470.0,12,43,461.19,288,2,Promising,Low
14472.0,104,281,1936.84,355,2,Promising,Critical
14473.0,74,7,234.34000000000003,282,1,At Risk,High
14474.0,46,29,547.66,46,0,Champions,Medium
14475.0,72,42,925.85,305,1,At Risk,High
14476.0,257,19,215.7,257,1,At Risk,Critical
14477.0,20,10,1309.6,297,1,At Risk,Low
14479.0,254,18,316.25,365,1,At Risk,Critical
14480.0,11,13,279.05,11,0,Champions,Low
14481.0,165,30,636.51,287,1,At Risk,Critical
14482.0,18,144,2068.15,239,2,Promising,Low
14483.0,282,9,137.1,282,1,At Risk,Critical
14484.0,50,14,321.92,50,0,Champions,Medium
14485.0,39,47,165.75,39,0,Champions,Medium
14487.0,27,131,1071.23,89,2,Promising,Low
14488.0,68,46,1064.28,68,0,Champions,High
14489.0,207,30,463.38,207,1,At Risk,Critical
14491.0,175,13,213.73,175,1,At Risk,Critical
14493.0,7,120,2383.2400000000002,155,2,Promising,Low
14494.0,26,7,139.56,26,0,Champions,Low
14495.0,51,6,123.8,121,1,At Risk,Medium
14496.0,312,14,234.47,312,1,At Risk,Critical
14497.0,309,29,475.37,309,1,At Risk,Critical
14498.0,43,193,1957.32,362,2,Promising,Medium
14499.0,26,194,815.32,279,2,Promising,Low
14500.0,88,7,356.85,190,1,At Risk,High
14501.0,184,10,251.21,320,1,At Risk,Critical
14502.0,20,624,2470.67,313,2,Promising,Low
14503.0,3,164,3543.26,179,2,Promising,Low
14504.0,47,107,673.26,278,2,Promising,Medium
14505.0,17,799,5905.64,362,2,Promising,Low
14506.0,17,266,1742.47,284,2,Promising,Low
14507.0,24,96,1383.18,276,2,Promising,Low
14508.0,22,57,276.42,90,0,Champions,Low
14511.0,11,68,1314.81,134,2,Promising,Low
14512.0,188,23,275.28,232,1,At Risk,Critical
14513.0,101,12,455.59000000000003,289,1,At Risk,Critical
14514.0,61,73,1055.35,331,2,Promising,High
14515.0,18,101,2102.09,219,2,Promising,Low
14517.0,33,18,330.45,142,1,At Risk,Medium
14518.0,64,16,174.37,64,0,Champions,High
14520.0,2,4,270.6,291,0,Champions,Low
14522.0,24,17,974.54,198,1,At Risk,Low
14523.0,108,12,241.09,108,1,At Risk,Critical
14524.0,32,203,1867.68,361,2,Promising,Medium
14525.0,20,291,4332.2,361,2,Promising,Low
14527.0,3,915,7991.49,360,2,Promising,Low
14528.0,37,18,364.21999999999997,37,0,Champions,Medium
14529.0,60,229,620.04,110,2,Promising,Medium
14530.0,26,216,2925.91,297,2,Promising,Low
14532.0,236,64,932.85,352,1,At Risk,Critical
14533.0,25,62,1949.72,353,2,Promising,Low
14534.0,3,519,4447.05,319,2,Promising,Low
14535.0,60,330,2864.19,249,2,Promising,Medium
14536.0,260,19,171.8,260,1,At Risk,Critical
14537.0,58,10,355.56,58,0,Champions,Medium
14538.0,65,19,388.25,256,1,At Risk,High
14539.0,16,32,537.48,45,0,Champions,Low
14540.0,10,76,996.26,309,2,Promising,Low
14541.0,59,111,1461.65,319,2,Promising,Medium
14542.0,186,5,103.25,186,1,At Risk,Critical
14543.0,29,72,3630.33,365,2,Promising,Low
14544.0,24,114,2024.45,362,2,Promising,Low
14546.0,5,399,2578.09,249,2,Promising,Low
14547.0,4,366,4007.54,54,2,Promising,Low
